RaceNumber,Track,Pos,Start,Car Number,Owner,Sponsor / Owner,Manufact,Laps,Status,Led,Pts,Playoff Points,Track Type
23,Michigan,29,32,38,   Todd Gilliland,Chicago Pneumatic Compressors   (Bob Jenkins),Ford,197,running,0,8,0,Oval
23,Michigan,30,16,45,   Tyler Reddick,Rocket League   (23XI Racing),Toyota,197,running,7,7,0,Oval
23,Michigan,31,21,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,197,running,0,6,0,Oval
23,Michigan,32,37,78,   Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,196,running,1,0,0,Oval
23,Michigan,33,19,48,   Alex Bowman,Ally x Detroit Pistons   (Rick Hendrick),Chevrolet,134,steering,19,14,0,Oval
23,Michigan,34,35,42,   Josh Berry,Sunseeker Resort   (Legacy Motor Club),Chevrolet,50,crash,0,0,0,Oval
23,Michigan,35,7,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,46,dvp,0,2,0,Oval
23,Michigan,36,10,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,34,crash,0,1,0,Oval
23,Michigan,37,8,8,   Kyle Busch,Kwik Trip | Kwik Star   (Richard Childress),Chevrolet,14,crash,0,1,0,Oval
24, Indianapolis,1,4,34,   Michael McDowell,Horizon Hobby   (Bob Jenkins),Ford,82,running,54,59,6,Oval
24, Indianapolis,2,3,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,82,running,1,49,0,Oval
24, Indianapolis,3,1,99,   Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,82,running,6,51,0,Oval
24, Indianapolis,4,2,45,   Tyler Reddick,SiriusXM Radio   (23XI Racing),Toyota,82,running,0,44,0,Oval
24, Indianapolis,5,9,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,82,running,0,38,0,Oval
24, Indianapolis,6,13,14,   Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,82,running,0,33,0,Oval
24, Indianapolis,7,12,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,82,running,0,31,0,Oval
24, Indianapolis,8,6,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,82,running,0,36,0,Oval
24, Indianapolis,9,7,20,   Christopher Bell,Rheem / PSC Industries â€“ Johns Manville   (Joe Gibbs),Toyota,82,running,11,32,0,Oval
24, Indianapolis,10,8,91,   Shane Van Gisbergen,Enhance Health   (Trackhouse Racing),Chevrolet,82,running,1,0,0,Oval
24, Indianapolis,11,17,17,   Chris Buescher,Castrol Edge   (Jack Roush),Ford,82,running,0,26,0,Oval
24, Indianapolis,12,10,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,82,running,0,25,0,Oval
24, Indianapolis,13,16,12,   Ryan Blaney,Menards Atlas   (Roger Penske),Ford,82,running,0,24,0,Oval
24, Indianapolis,14,39,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,82,running,0,23,0,Oval
24, Indianapolis,15,20,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,82,running,0,22,0,Oval
24, Indianapolis,16,27,3,   Austin Dillon,Cowboy Channel   (Richard Childress),Chevrolet,82,running,1,21,0,Oval
24, Indianapolis,17,21,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,82,running,0,20,0,Oval
24, Indianapolis,18,19,23,   Bubba Wallace,MoneyLion   (23XI Racing),Toyota,82,running,0,19,0,Oval
24, Indianapolis,19,25,11,   Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,82,running,8,28,1,Oval
24, Indianapolis,20,22,6,   Brad Keselowski,Socios.com   (Jack Roush),Ford,82,running,0,24,0,Oval
24, Indianapolis,21,24,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,82,running,0,16,0,Oval
24, Indianapolis,22,11,33,   Brodie Kostecki,Mobile X   (Richard Childress),Chevrolet,82,running,0,15,0,Oval
24, Indianapolis,23,38,4,   Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,81,running,0,14,0,Oval
24, Indianapolis,24,37,42,   Mike Rockenfeller,Sunseeker Resort   (Legacy Motor Club),Chevrolet,81,running,0,13,0,Oval
24, Indianapolis,25,34,47,   Ricky Stenhouse Jr,Kroger/Frosted Flakes   (JTG-Daugherty Racing),Chevrolet,81,running,0,12,0,Oval
24, Indianapolis,26,26,16,   A.J. Allmendinger,Dyna-Gro Seed   (Matthew Kaulig),Chevrolet,81,running,0,11,0,Oval
24, Indianapolis,27,35,77,   Ty Dillon,Raze Tea   (Spire Motorsports),Chevrolet,81,running,0,10,0,Oval
24, Indianapolis,28,31,15,   Jenson Button,Mobil 1   (Rick Ware),Ford,81,running,0,9,0,Oval
24, Indianapolis,29,14,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,81,running,0,8,0,Oval
24, Indianapolis,30,29,51,   Andy Lally,Camping World   (Rick Ware),Ford,81,running,0,7,0,Oval
24, Indianapolis,31,30,41,   Ryan Preece,Purdue University   (Stewart Haas Racing),Ford,81,running,0,6,0,Oval
24, Indianapolis,32,32,78,   Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,81,running,0,0,0,Oval
24, Indianapolis,33,28,67,   Kamui Kobayashi,Toyota Genuine Parts   (23XI Racing),Toyota,81,running,0,0,0,Oval
24, Indianapolis,34,18,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,81,running,0,3,0,Oval
24, Indianapolis,35,36,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,81,running,0,2,0,Oval
24, Indianapolis,36,5,8,   Kyle Busch,3CHI   (Richard Childress),Chevrolet,80,running,0,11,0,Oval
24, Indianapolis,37,23,38,   Todd Gilliland,gener8tor Skills   (Bob Jenkins),Ford,80,running,0,1,0,Oval
24, Indianapolis,38,15,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,80,running,0,1,0,Oval
24, Indianapolis,39,33,10,   Aric Almirola,Ford   (Stewart Haas Racing),Ford,79,running,0,1,0,Oval
25, Watkins Glen,1,2,24,   William Byron,Valvoline   (Rick Hendrick),Chevrolet,90,running,66,59,6,Road
25, Watkins Glen,2,1,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,90,running,3,52,0,Road
25, Watkins Glen,3,7,20,   Christopher Bell,DEWALT Concrete Total Solutions   (Joe Gibbs),Toyota,90,running,0,43,0,Road
25, Watkins Glen,4,6,16,   A.J. Allmendinger,Celsius   (Matthew Kaulig),Chevrolet,90,running,2,45,0,Road
25, Watkins Glen,5,4,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,90,running,0,47,0,Road
25, Watkins Glen,6,19,19,   Martin Truex Jr,Siemens   (Joe Gibbs),Toyota,90,running,0,31,0,Road
25, Watkins Glen,7,13,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,90,running,0,30,0,Road
25, Watkins Glen,8,8,45,   Tyler Reddick,Toyota SmartPath   (23XI Racing),Toyota,90,running,0,30,0,Road
25, Watkins Glen,9,23,12,   Ryan Blaney,MenardsRichmond Water Heaters   (Roger Penske),Ford,90,running,0,28,0,Road
25, Watkins Glen,10,11,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,90,running,0,27,0,Road
25, Watkins Glen,11,25,38,   Todd Gilliland,Serial1.com E-Bikes   (Bob Jenkins),Ford,90,running,0,26,0,Road
25, Watkins Glen,12,12,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,90,running,0,30,0,Road
25, Watkins Glen,13,28,47,   Ricky Stenhouse Jr,Sugarlands / Eggo Brunch in a Jar Sippin' Cre   (JTG-Daugherty Racing),Chevrolet,90,running,0,24,0,Road
25, Watkins Glen,14,9,8,   Kyle Busch,Mark III   (Richard Childress),Chevrolet,90,running,2,28,0,Road
25, Watkins Glen,15,24,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,90,running,0,22,0,Road
25, Watkins Glen,16,17,2,   Austin Cindric,AutoTrader   (Roger Penske),Ford,90,running,0,21,0,Road
25, Watkins Glen,17,30,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,90,running,0,20,0,Road
25, Watkins Glen,18,22,1,   Ross Chastain,Moose Fraternity   (Trackhouse Racing),Chevrolet,90,running,0,19,0,Road
25, Watkins Glen,19,21,42,   Mike Rockenfeller,Sunseeker Resort   (Legacy Motor Club),Chevrolet,90,running,0,18,0,Road
25, Watkins Glen,20,10,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,90,running,0,17,0,Road
25, Watkins Glen,21,33,4,   Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,90,running,0,16,0,Road
25, Watkins Glen,22,14,99,   Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,90,running,0,15,0,Road
25, Watkins Glen,23,18,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,90,running,0,14,0,Road
25, Watkins Glen,24,20,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,90,running,0,13,0,Road
25, Watkins Glen,25,29,15,   Andy Lally,Camping World   (Rick Ware),Ford,90,running,0,12,0,Road
25, Watkins Glen,26,5,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,90,running,0,23,0,Road
25, Watkins Glen,27,35,78,   Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,90,running,0,0,0,Road
25, Watkins Glen,28,34,51,   Cole Custer,Biohaven/Jacob Co.   (Rick Ware),Ford,90,running,0,0,0,Road
25, Watkins Glen,29,31,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,90,running,0,8,0,Road
25, Watkins Glen,30,27,10,   Aric Almirola,Go Bowling   (Stewart Haas Racing),Ford,90,running,0,7,0,Road
25, Watkins Glen,31,16,3,   Austin Dillon,Okuma   (Richard Childress),Chevrolet,90,running,0,7,0,Road
25, Watkins Glen,32,15,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,89,running,0,9,0,Road
25, Watkins Glen,33,32,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,89,running,0,4,0,Road
25, Watkins Glen,34,36,77,   Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,89,running,0,3,0,Road
25, Watkins Glen,35,26,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,83,running,0,2,0,Road
25, Watkins Glen,36,3,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,74,electrical,17,11,1,Road
26,Daytona,1,11,17,   Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,163,running,2,40,5,Super Speedway
26,Daytona,2,12,6,   Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,163,running,6,45,1,Super Speedway
26,Daytona,3,2,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,163,running,3,34,0,Super Speedway
26,Daytona,4,23,9,   Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,163,running,2,37,0,Super Speedway
26,Daytona,5,14,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,163,running,9,39,0,Super Speedway
26,Daytona,6,31,48,   Alex Bowman,Ally Arena   (Rick Hendrick),Chevrolet,163,running,0,38,0,Super Speedway
26,Daytona,7,18,8,   Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,163,running,5,39,0,Super Speedway
26,Daytona,8,27,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,163,running,1,35,0,Super Speedway
26,Daytona,9,10,4,   Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,163,running,14,36,0,Super Speedway
26,Daytona,10,37,7,   Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,163,running,0,27,0,Super Speedway
26,Daytona,11,30,77,   Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,163,running,0,26,0,Super Speedway
26,Daytona,12,4,23,   Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,163,running,0,30,0,Super Speedway
26,Daytona,13,39,34,   Michael McDowell,Fr8Auctions   (Bob Jenkins),Ford,163,running,0,24,0,Super Speedway
26,Daytona,14,26,62,   Austin Hill,United Rentals / Beard Oil   (Beard Motorsports),Chevrolet,163,running,0,0,0,Super Speedway
26,Daytona,15,36,13,   Chandler Smith,"Quick Tie Products, Inc.   (Matthew Kaulig)",Chevrolet,163,running,0,0,0,Super Speedway
26,Daytona,16,15,20,   Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,163,running,0,30,0,Super Speedway
26,Daytona,17,25,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,163,running,19,22,0,Super Speedway
26,Daytona,18,24,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,163,running,0,19,0,Super Speedway
26,Daytona,19,33,51,   J.J. Yeley,Biohaven/Jacob Co.   (Rick Ware),Ford,163,running,0,0,0,Super Speedway
26,Daytona,20,22,99,   Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,163,running,1,26,0,Super Speedway
26,Daytona,21,28,31,   Justin Haley,Celsius   (Matthew Kaulig),Chevrolet,163,running,0,16,0,Super Speedway
26,Daytona,22,29,42,   Josh Berry,Sunseeker Resort   (Legacy Motor Club),Chevrolet,163,running,0,0,0,Super Speedway
26,Daytona,23,38,78,   B.J. McLeod,B'laster   (B.J. McLeod),Chevrolet,163,running,0,14,0,Super Speedway
26,Daytona,24,13,19,   Martin Truex Jr,Bass Pro Shops / Ducks Unlimited   (Joe Gibbs),Toyota,163,running,4,23,1,Super Speedway
26,Daytona,25,20,45,   Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,163,running,0,17,0,Super Speedway
26,Daytona,26,19,11,   Denny Hamlin,FedEx Cares   (Joe Gibbs),Toyota,162,running,12,14,0,Super Speedway
26,Daytona,27,7,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,161,running,0,10,0,Super Speedway
26,Daytona,28,3,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,160,running,5,9,0,Super Speedway
26,Daytona,29,17,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,160,running,8,8,0,Super Speedway
26,Daytona,30,1,14,   Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,156,crash,67,9,0,Super Speedway
26,Daytona,31,9,41,   Ryan Preece,RaceChoice.com   (Stewart Haas Racing),Ford,155,crash,0,6,0,Super Speedway
26,Daytona,32,35,38,   Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,131,overheating,0,5,0,Super Speedway
26,Daytona,33,21,3,   Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,102,crash,0,7,0,Super Speedway
26,Daytona,34,32,47,   Ricky Stenhouse Jr,Boost by Kroger/Entenmann's   (JTG-Daugherty Racing),Chevrolet,96,crash,1,3,0,Super Speedway
26,Daytona,35,5,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,94,crash,0,9,0,Super Speedway
26,Daytona,36,8,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,94,crash,4,1,0,Super Speedway
26,Daytona,37,16,2,   Austin Cindric,MenardsCardell Cabinetry   (Roger Penske),Ford,94,crash,0,5,0,Super Speedway
26,Daytona,38,6,36,   Riley Herbst,Monster Energy Zero Sugar   (Bob Jenkins),Ford,94,crash,0,0,0,Super Speedway
26,Daytona,39,34,15,   Brennan Poole,Finance Pro Plus   (Rick Ware),Ford,93,crash,0,0,0,Super Speedway
27,Darlington,1,18,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,367,running,55,57,5,Oval
27,Darlington,2,3,45,   Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,367,running,90,51,0,Oval
27,Darlington,3,8,17,   Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,367,running,0,36,0,Oval
27,Darlington,4,23,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,367,running,0,39,0,Oval
27,Darlington,5,27,1,   Ross Chastain,Unishippers   (Trackhouse Racing),Chevrolet,367,running,0,32,0,Oval
27,Darlington,6,5,6,   Brad Keselowski,Solomon Plumbing   (Jack Roush),Ford,367,running,0,38,0,Oval
27,Darlington,7,19,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,367,running,0,30,0,Oval
27,Darlington,8,13,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,367,running,0,33,0,Oval
27,Darlington,9,4,12,   Ryan Blaney,MenardsRichmond Water Heaters   (Roger Penske),Ford,367,running,0,38,0,Oval
27,Darlington,10,20,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,367,running,0,35,0,Oval
27,Darlington,11,11,8,   Kyle Busch,McLaren Custom Grills   (Richard Childress),Chevrolet,367,running,0,31,0,Oval
27,Darlington,12,6,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,367,running,0,25,0,Oval
27,Darlington,13,16,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,367,running,0,24,0,Oval
27,Darlington,14,10,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,367,running,0,24,0,Oval
27,Darlington,15,12,14,   Chase Briscoe,HighPoint.com Lady in Black   (Stewart Haas Racing),Ford,367,running,0,22,0,Oval
27,Darlington,16,25,47,   Ricky Stenhouse Jr,Boost by Kroger/Irish Spring   (JTG-Daugherty Racing),Chevrolet,367,running,0,22,0,Oval
27,Darlington,17,15,42,   Carson Hocevar,Sunseeker Resort   (Legacy Motor Club),Chevrolet,367,running,0,0,0,Oval
27,Darlington,18,31,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,367,running,0,19,0,Oval
27,Darlington,19,7,4,   Kevin Harvick,Mobil 1 Take 5   (Stewart Haas Racing),Ford,367,running,1,25,0,Oval
27,Darlington,20,28,3,   Austin Dillon,Morgan & Morgan   (Richard Childress),Chevrolet,367,running,0,20,0,Oval
27,Darlington,21,17,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,367,running,0,16,0,Oval
27,Darlington,22,22,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,367,running,3,15,0,Oval
27,Darlington,23,1,20,   Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,366,running,40,17,0,Oval
27,Darlington,24,29,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,366,running,0,13,0,Oval
27,Darlington,25,2,11,   Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,366,running,177,32,2,Oval
27,Darlington,26,30,38,   Todd Gilliland,Quincy Compressor   (Bob Jenkins),Ford,366,running,0,11,0,Oval
27,Darlington,27,35,51,   Ryan Newman,Parts Plus/Biohaven   (Rick Ware),Ford,365,running,0,10,0,Oval
27,Darlington,28,34,41,   Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,364,running,0,9,0,Oval
27,Darlington,29,26,77,   Ty Dillon,Raze Energy Blue Shock   (Spire Motorsports),Chevrolet,364,running,0,8,0,Oval
27,Darlington,30,33,15,   J.J. Yeley,Ollie's Bargain Outlet   (Rick Ware),Ford,362,running,1,0,0,Oval
27,Darlington,31,14,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,361,running,0,6,0,Oval
27,Darlington,32,9,34,   Michael McDowell,StageFront.VIP   (Bob Jenkins),Ford,329,crash,0,5,0,Oval
27,Darlington,33,24,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,322,crash,0,4,0,Oval
27,Darlington,34,21,99,   Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,320,crash,0,3,0,Oval
27,Darlington,35,32,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,318,crash,0,2,0,Oval
27,Darlington,36,36,78,   B.J. McLeod,Affliction   (B.J. McLeod),Chevrolet,210,engine,0,1,0,Oval
28,Kansas,1,5,45,   Tyler Reddick,MoneyLion   (23XI Racing),Toyota,268,running,2,51,5,Oval
28,Kansas,2,14,11,   Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,268,running,63,48,0,Oval
28,Kansas,3,19,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,268,running,0,39,0,Oval
28,Kansas,4,2,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,268,running,99,43,1,Oval
28,Kansas,5,11,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,268,running,0,35,0,Oval
28,Kansas,6,4,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,268,running,47,41,0,Oval
28,Kansas,7,35,8,   Kyle Busch,Casey's General Store   (Richard Childress),Chevrolet,268,running,0,30,0,Oval
28,Kansas,8,1,20,   Christopher Bell,DEWALT Perform & Protect   (Joe Gibbs),Toyota,268,running,15,38,0,Oval
28,Kansas,9,12,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,268,running,23,41,1,Oval
28,Kansas,10,23,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,268,running,0,27,0,Oval
28,Kansas,11,20,4,   Kevin Harvick,SunnyD   (Stewart Haas Racing),Ford,268,running,0,34,0,Oval
28,Kansas,12,17,12,   Ryan Blaney,Wabash   (Roger Penske),Ford,268,running,0,35,0,Oval
28,Kansas,13,6,1,   Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,268,running,0,31,0,Oval
28,Kansas,14,36,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,268,running,0,23,0,Oval
28,Kansas,15,9,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,268,running,0,22,0,Oval
28,Kansas,16,15,99,   Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,268,running,12,21,0,Oval
28,Kansas,17,25,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,268,running,3,20,0,Oval
28,Kansas,18,28,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,268,running,0,19,0,Oval
28,Kansas,19,26,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,268,running,0,18,0,Oval
28,Kansas,20,21,42,   Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,268,running,0,0,0,Oval
28,Kansas,21,30,31,   Justin Haley,Celsius   (Matthew Kaulig),Chevrolet,268,running,0,16,0,Oval
28,Kansas,22,24,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,268,running,0,15,0,Oval
28,Kansas,23,16,47,   Ricky Stenhouse Jr,Dillons/NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,268,running,0,14,0,Oval
28,Kansas,24,27,51,   Cole Custer,Biohaven/Jacob Co.   (Rick Ware),Ford,268,running,0,0,0,Oval
28,Kansas,25,32,38,   Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,267,running,0,12,0,Oval
28,Kansas,26,7,34,   Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,267,running,0,11,0,Oval
28,Kansas,27,13,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,267,running,0,12,0,Oval
28,Kansas,28,33,77,   Ty Dillon,Raze Tea   (Spire Motorsports),Chevrolet,267,running,0,9,0,Oval
28,Kansas,29,34,78,   Sheldon Creed,Whelen   (B.J. McLeod),Chevrolet,266,running,0,0,0,Oval
28,Kansas,30,22,16,   A.J. Allmendinger,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,266,running,0,7,0,Oval
28,Kansas,31,18,2,   Austin Cindric,MenardsRichmond Water Heaters   (Roger Penske),Ford,266,running,0,6,0,Oval
28,Kansas,32,10,23,   Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,264,running,3,14,0,Oval
28,Kansas,33,8,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,259,running,0,4,0,Oval
28,Kansas,34,31,15,   J.J. Yeley,Jungle Law   (Rick Ware),Ford,212,dvp,1,0,0,Oval
28,Kansas,35,29,21,   Harrison Burton,Menards MasterForce   (Wood Brothers),Ford,175,dvp,0,2,0,Oval
28,Kansas,36,3,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,3,crash,0,1,0,Oval
29, Bristol,1,2,11,   Denny Hamlin,FedEx Freight Direct   (Joe Gibbs),Toyota,500,running,142,47,5,Oval
29, Bristol,2,36,5,   Kyle Larson,Valvoline / HendrickCars.com   (Rick Hendrick),Chevrolet,500,running,20,46,0,Oval
29, Bristol,3,1,20,   Christopher Bell,Reser's Fine Foods   (Joe Gibbs),Toyota,500,running,187,54,2,Oval
29, Bristol,4,20,17,   Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,500,running,1,37,0,Oval
29, Bristol,5,8,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,500,running,102,42,0,Oval
29, Bristol,6,4,34,   Michael McDowell,Love's / Delo   (Bob Jenkins),Ford,500,running,0,36,0,Oval
29, Bristol,7,7,9,   Chase Elliott,NAPA Gold Filters   (Rick Hendrick),Chevrolet,500,running,0,31,0,Oval
29, Bristol,8,6,6,   Brad Keselowski,Castrol Edge   (Jack Roush),Ford,500,running,0,33,0,Oval
29, Bristol,9,3,24,   William Byron,Relay Payments   (Rick Hendrick),Chevrolet,500,running,0,38,0,Oval
29, Bristol,10,25,47,   Ricky Stenhouse Jr,Scott Brand   (JTG-Daugherty Racing),Chevrolet,500,running,0,27,0,Oval
29, Bristol,11,16,42,   Carson Hocevar,Sunseeker Resort   (Legacy Motor Club),Chevrolet,499,running,0,0,0,Oval
29, Bristol,12,17,41,   Ryan Preece,Operating Engineers   (Stewart Haas Racing),Ford,499,running,0,27,0,Oval
29, Bristol,13,13,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,499,running,0,24,0,Oval
29, Bristol,14,9,23,   Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,499,running,0,31,0,Oval
29, Bristol,15,12,45,   Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,499,running,0,28,0,Oval
29, Bristol,16,30,38,   Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,499,running,0,21,0,Oval
29, Bristol,17,18,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,499,running,0,20,0,Oval
29, Bristol,18,26,10,   Aric Almirola,Smithfield / IHOP   (Stewart Haas Racing),Ford,499,running,0,19,0,Oval
29, Bristol,19,5,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,498,running,0,20,0,Oval
29, Bristol,20,15,8,   Kyle Busch,Cheddar's / ALSCO Uniforms   (Richard Childress),Chevrolet,498,running,0,17,0,Oval
29, Bristol,21,24,99,   Daniel Suarez,Aerial Recovery   (Trackhouse Racing),Chevrolet,498,running,0,16,0,Oval
29, Bristol,22,11,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,498,running,0,15,0,Oval
29, Bristol,23,23,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,498,running,0,19,0,Oval
29, Bristol,24,31,43,   Erik Jones,U.S. Air Force   (Legacy Motor Club),Chevrolet,497,running,0,13,0,Oval
29, Bristol,25,10,7,   Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,497,running,48,21,0,Oval
29, Bristol,26,35,15,   J.J. Yeley,Steakhouse Elite Burgers   (Rick Ware),Ford,495,running,0,0,0,Oval
29, Bristol,27,14,14,   Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,495,running,0,10,0,Oval
